time,msg
2020-01-31 09:55:55, Drive Slot HDD6 | Drive Present | Asserted
2020-01-31 09:55:55, Drive Slot HDD3 | Drive Present | Asserted
2020-01-31 09:55:55, Drive Slot HDD11 | Drive Present | Asserted
2020-01-31 09:55:55, Drive Slot HDD5 | Drive Present | Asserted
2020-01-31 09:55:55, Drive Slot / Bay HDD42 | Drive Present | Asserted
2020-01-31 09:55:55, Drive Slot HDD2 | Drive Present | Asserted
2020-01-31 09:55:55, Drive Slot / Bay HDD31 | Drive Present | Asserted
2020-01-31 09:55:56, Drive Slot HDD59 | Drive Present | Asserted
2020-01-31 09:57:32, Drive Slot / Bay HDD36 | Drive Present | Asserted
2020-01-31 09:57:33, Drive Slot HDD51 | Drive Present | Asserted
2020-01-31 09:57:33, Drive Slot HDD43 | Drive Present | Asserted
2020-01-31 10:01:14, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-01-31 10:01:30, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-01-31 10:01:35, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-01-31 10:30:17, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-01-31 10:38:42, Power Supply PS2_Status | Power Supply AC lost | Asserted
2020-01-31 13:04:05, Processor CPU0_Status | Configuration Error | Asserted
2020-01-31 16:23:19, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-01-31 17:54:47, Power Unit Pwr Unit Status | Power off/down | Deasserted
2020-01-31 17:55:19, Temperature CPU0_Temp | Upper Non-recoverable going high | Reading 105 &gt; Threshold 0 degrees C
2020-01-31 20:15:01, Processor CPU0_Status | Configuration Error | Asserted
2020-01-31 21:14:10, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-31 21:24:02, Memory DIMM101 | Presence Detected | Asserted
2020-01-31 21:24:03, Memory DIMM111 | Presence Detected | Asserted
2020-01-31 23:55:33, Power Supply PS2_Status | Failure detected | Asserted
2020-02-01 00:23:15, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 00:23:32, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 00:23:49, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 01:38:30, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 13:45:15, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-02-01 13:57:46, Memory #0x80 | Correctable ECC | Asserted
2020-02-01 14:06:49, Memory #0x80 | Correctable ECC | Asserted
2020-02-01 14:11:00, Memory #0xf9 | Memory Device Disabled | Asserted
2020-02-01 14:24:52, Memory #0xf9 | Memory Device Disabled | Asserted
2020-02-01 14:31:17, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 14:33:55, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 14:34:24, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 14:38:58, Button Button_Pressed | State Asserted | Asserted
2020-02-01 14:41:49, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted
2020-02-01 14:41:49, Management Subsystem Health System_Health | Sensor access degraded or unavailable | Asserted
2020-02-01 14:42:58, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 14:43:04, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 14:43:22, Management Subsys Health System_Health | Sensor access degraded or unavailable | Deasserted
2020-02-01 15:05:00, Processor CPU1_Status | IERR | Deasserted
2020-02-01 15:09:19, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-01 15:37:56, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-01 18:14:56, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 18:30:57, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 18:31:54, Memory #0xf9 | Correctable ECC | Asserted
2020-02-01 19:21:07, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 19:41:13, Memory #0xe2 | Correctable ECC | Asserted
2020-02-01 19:41:25, Memory #0xe2 | Correctable ECC | Asserted
2020-02-01 20:05:46, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-02-01 22:22:48, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 22:22:49, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-01 23:58:29, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-02-02 00:37:26, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-02 01:45:16, System ACPI Power State ACPI State | S0/G0: working | Asserted
2020-02-02 02:11:19, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 02:30:45, Processor CPU1_Status | Configuration Error | Deasserted
2020-02-02 03:34:54, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 03:36:11, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-02-02 04:11:13, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 05:56:36, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-02 05:56:39, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 06:21:10, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 06:29:18, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 07:29:33, Memory #0x87 | Correctable ECC | Asserted
2020-02-02 07:46:49, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 11:03:56, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 11:04:43, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 11:06:35, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 11:07:25, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 11:07:39, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 11:07:40, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 11:07:50, Memory #0xf9 | Correctable ECC | Asserted
2020-02-02 12:01:20, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-02-02 14:34:33, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -111 &lt; Threshold 0 degrees C
2020-02-02 14:54:50, System ACPI Power State ACPI_PWR_Status | S5/G2: soft-off | Asserted
2020-02-02 14:59:34, System ACPI Power State ACPI_PWR_Status | S5/G2: soft-off | Asserted
2020-02-02 15:00:56, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-02-02 15:22:28, Unknown CPU0 MCERR |  | Asserted
2020-02-02 15:35:34, System ACPI Power State ACPI_PWR_Status | S5/G2: soft-off | Asserted
2020-02-02 15:47:33, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-02-02 17:02:57, System Boot Initiated | Initiated by power up | Asserted
2020-02-02 17:04:14, System Event #0xff | Timestamp Clock Sync | Asserted
2020-02-02 20:33:32, Drive Slot DISK8 | Drive Fault | Asserted
2020-02-03 00:14:07, Memory #0xe2 | Correctable ECC | Asserted
2020-02-03 03:13:48, Memory #0xf9 | Correctable ECC | Asserted
2020-02-03 05:20:49, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-02-03 06:34:34, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted
2020-02-03 09:38:06, Memory #0xf9 | Correctable ECC | Asserted
2020-02-03 09:38:32, Memory #0xf9 | Correctable ECC | Asserted
2020-02-03 09:41:57, Memory #0xf9 | Correctable ECC | Asserted
2020-02-03 10:48:12, Power Supply PS2_Status | Presence detected | Asserted
2020-02-03 11:01:03, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-02-03 11:16:11, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-03 11:34:27, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-02-03 14:07:31, Memory #0xf9 | Correctable ECC | Asserted
2020-02-03 14:08:04, Memory #0xf9 | Correctable ECC | Asserted
2020-02-03 15:44:33, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-02-03 16:10:21, Memory DIMM010 | Presence Detected | Asserted
2020-02-03 16:34:52, Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted
2020-02-03 16:37:52, Memory #0xf9 | Memory Device Disabled | Asserted
2020-02-04 03:09:32, Memory #0xf9 | Correctable ECC | Asserted
2020-02-04 04:05:43, Memory #0xf9 | Correctable ECC | Asserted
2020-02-04 04:06:41, Memory #0xf9 | Correctable ECC | Asserted
2020-02-04 09:31:01, Memory #0xe2 | Correctable ECC | Asserted
2020-02-04 09:42:05, Memory #0xe2 | Correctable ECC | Asserted
2020-02-04 13:28:36, Memory #0x80 | Uncorrectable ECC | Asserted
2020-02-04 13:28:44, Memory #0x80 | Uncorrectable ECC | Asserted
2020-02-04 13:36:52, Processor CPU2 Status | Uncorrectable machine check exception | Asserted
2020-02-04 17:43:13, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted
2020-02-04 19:02:45, Memory #0xf9 | Correctable ECC | Asserted
2020-02-04 19:05:34, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 02:41:43, Temperature Rear_HDD_Temp | Upper Non-critical going high | Asserted | Reading 56
2020-02-05 03:33:22, Power Supply PS1_Status | Presence detected | Asserted
2020-02-05 03:58:38, Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-02-05 04:02:53, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-02-05 04:07:33, Processor CPU1_Status | Configuration Error | Asserted
2020-02-05 04:26:17, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-02-05 04:30:00, Temperature DIMMG0_Temp | Upper Non-critical going high | Asserted | Reading 98 &gt; Threshold 84 degrees C
2020-02-05 04:33:47, Temperature DIMMG1_Temp | Upper Critical going high | Deasserted | Reading 51 &gt; Threshold 85 degrees C
2020-02-05 04:33:49, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Deasserted | Reading 49 &gt; Threshold 84 degrees C
2020-02-05 05:57:01, Memory #0xe2 | Correctable ECC | Asserted
2020-02-05 06:15:52, Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-02-05 08:30:42, Temperature Rear_HDD_Temp | Upper Non-critical going high | Deasserted | Reading 55
2020-02-05 08:44:14, Temperature Rear_HDD_Temp | Upper Non-critical going high | Deasserted | Reading 55
2020-02-05 09:26:07, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-02-05 09:41:53, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-05 09:43:05, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-05 11:06:42, Microcontroller #0x16 | Transition to Running | Asserted
2020-02-05 12:12:15, Temperature Rear_HDD_Temp | Upper Non-critical going high | Asserted | Reading 56
2020-02-05 12:16:54, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted
2020-02-05 12:31:29, Memory CPU0D0_DIMM_Stat | Correctable ECC | Deasserted
2020-02-05 12:57:39, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-05 13:07:29, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-05 13:26:02, Memory Memory_Status | Correctable ECC | Asserted
2020-02-05 13:29:41, Memory Memory_Status | Correctable ECC | Asserted
2020-02-05 14:10:03, Processor CPU1_Status | Configuration Error | Deasserted
2020-02-05 14:20:45, Processor CPU1_Status | Configuration Error | Deasserted
2020-02-05 15:48:21, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 15:48:33, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 15:49:16, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 16:15:52, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-05 16:44:43, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 17:07:27, Processor CPU1_Status | Configuration Error | Deasserted
2020-02-05 17:41:13, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 17:44:28, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 17:46:22, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 17:47:21, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 18:33:34, Memory #0xf9 | Correctable ECC | Asserted
2020-02-05 19:55:09, Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 1 degrees C
2020-02-05 19:56:25, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Reading 82 &gt; Threshold 84 degrees C
2020-02-05 19:57:28, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Asserted | Reading 109 &gt; Threshold 84 degrees C
2020-02-05 19:57:28, Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 109 &gt; Threshold 85 degrees C
2020-02-05 19:57:38, Temperature Temp_DIMM_KLM | Upper Critical going high | Reading 69 &gt; Threshold 85 degrees C
2020-02-05 19:59:52, Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 105 &gt; Threshold 85 degrees C
2020-02-05 20:01:04, Temperature Temp_DIMM_DEF | Upper Critical going high | Reading 110 &gt; Threshold 85 degrees C
2020-02-05 20:03:30, Temperature DIMMG0_Temp | Upper Non-critical going high | Asserted | Reading 110 &gt; Threshold 84 degrees C
2020-02-05 20:09:29, Temperature DIMMG1_Temp | Upper Non-critical going high | Asserted | Reading 93 &gt; Threshold 84 degrees C
2020-02-05 20:09:29, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Asserted | Reading 102 &gt; Threshold 84 degrees C
2020-02-05 20:09:29, Temperature Temp_DIMM_KLM | Upper Critical going high | Reading 93 &gt; Threshold 85 degrees C
2020-02-05 20:14:28, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Reading 49 &gt; Threshold 84 degrees C
2020-02-05 20:15:41, Temperature DIMMG0_Temp | Upper Non-critical going high | Deasserted | Reading 54 &gt; Threshold 84 degrees C
2020-02-05 20:16:41, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Reading 81 &gt; Threshold 84 degrees C
2020-02-05 20:17:44, Temperature Temp_DIMM_KLM | Upper Critical going high | Reading 117 &gt; Threshold 85 degrees C
2020-02-06 00:31:43, Processor CPU1_Status | Configuration Error | Asserted
2020-02-06 01:04:10, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-02-06 01:04:50, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-02-06 01:05:52, Memory | Correctable ECC (@DIMM3A(CPU1)) | Asserted
2020-02-06 01:05:54, Memory | Correctable ECC (@DIMM3A(CPU1)) | Asserted
2020-02-06 01:06:02, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-02-06 01:06:09, Memory | Correctable ECC (@DIMM3A(CPU1)) | Asserted
2020-02-06 01:06:30, Memory | Correctable ECC (@DIMM3A(CPU1)) | Asserted
2020-02-06 01:58:13, Memory #0x87 | Correctable ECC | Asserted
2020-02-06 04:12:41, Memory #0x87 | Correctable ECC | Asserted
2020-02-06 08:05:57, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-02-06 10:51:05, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-02-06 12:29:05, Memory #0xe2 | Correctable ECC | Asserted
2020-02-06 12:34:07, Memory #0xe2 | Correctable ECC | Asserted
2020-02-06 12:34:28, Memory #0xe2 | Correctable ECC | Asserted
2020-02-06 12:35:17, Memory #0xe2 | Correctable ECC | Asserted
2020-02-06 12:43:52, Memory #0x80 | Correctable ECC | Asserted
2020-02-06 12:44:11, Memory #0x80 | Correctable ECC | Asserted
2020-02-06 12:44:35, Memory #0x80 | Correctable ECC | Asserted
2020-02-06 12:56:48, Processor CPU0_Status | IERR | Asserted
2020-02-06 16:55:07, Drive Slot DISK6 | Drive Present | Asserted
2020-02-06 17:37:46, Memory DIMM111 | Presence Detected | Deasserted
2020-02-06 17:49:46, Drive Slot / Bay DISK3 | Drive Present | Asserted
2020-02-06 20:12:52, Memory Memory_Status | Correctable ECC | Asserted
2020-02-07 03:51:27, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-02-07 03:53:42, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-02-07 18:58:01, Memory #0xe2 | Uncorrectable ECC | Asserted
2020-02-07 18:58:34, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted
2020-02-07 19:11:59, Memory #0xf9 | Uncorrectable ECC | Asserted
2020-02-07 19:25:33, Memory #0xf9 | Correctable ECC | Asserted
2020-02-07 19:53:23, Watchdog2 IPMI_Watchdog | Hard reset | Asserted
2020-02-07 20:01:24, Memory #0xf9 | Correctable ECC | Asserted
2020-02-07 20:29:23, Memory #0xf9 | Correctable ECC | Asserted
2020-02-07 20:36:15, Watchdog2 IPMI_Watchdog | Hard reset | Asserted
2020-02-07 23:53:17, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-08 00:29:26, Processor CPU0_Status | Uncorrectable machine check exception | Asserted
2020-02-08 00:40:27, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-08 00:45:58, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted
2020-02-08 00:49:59, Processor CPU0_Status | Uncorrectable machine check exception | Asserted
2020-02-08 05:25:08, Memory #0xe2 | Correctable ECC | Asserted
2020-02-08 05:25:15, Memory #0xe2 | Correctable ECC | Asserted
2020-02-08 05:25:20, Memory #0xe2 | Correctable ECC | Asserted
2020-02-08 05:25:38, Memory #0xe2 | Correctable ECC | Asserted
2020-02-08 07:26:32, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-02-08 10:05:11, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-08 21:58:53, Processor CPU0_Status | Configuration Error | Asserted
2020-02-09 01:13:49, Memory #0xe2 | Correctable ECC | Asserted
2020-02-09 01:13:52, Memory #0xe2 | Correctable ECC | Asserted
2020-02-09 01:26:36, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-02-09 02:38:20, Critical Interrupt PCIE | Bus Fatal Error | Asserted
2020-02-09 05:46:32, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-02-09 07:01:20, Memory #0xe2 | Correctable ECC | Asserted
2020-02-09 13:08:34, Processor CPU_CATERR | State Deasserted | Asserted
2020-02-09 13:25:38, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-02-09 19:22:20, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-02-09 21:29:55, Memory #0xf9 | Correctable ECC | Asserted
2020-02-09 21:30:35, Memory #0xf9 | Correctable ECC | Asserted
2020-02-09 21:30:37, Memory #0xf9 | Correctable ECC | Asserted
2020-02-10 11:55:00, OEM record c2 | 001c4c | 000000007401
2020-02-10 13:00:13, Memory #0x80 | Correctable ECC | Asserted
2020-02-10 13:04:58, Memory #0x80 | Correctable ECC | Asserted
2020-02-10 13:07:50, Memory #0x80 | Correctable ECC | Asserted
2020-02-10 14:51:51, Drive Slot / Bay DISK36_Stat | Drive Present | Asserted
2020-02-10 21:47:20, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted
2020-02-11 01:45:12, Processor CPU1_Status | Presence detected | Asserted
2020-02-11 03:20:48, Power Supply PS2_Status | Presence detected | Asserted
2020-02-11 03:35:17, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-02-11 04:45:25, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-02-11 05:15:29, Processor CPU1_Status | Presence detected | Asserted
2020-02-11 05:35:27, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-02-11 05:35:28, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-02-11 05:50:59, Power Supply PS1_Status | Presence detected | Asserted
2020-02-11 06:05:29, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-02-11 07:05:33, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted
2020-02-11 07:05:37, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-02-11 08:16:09, Power Supply PS2_Status | Presence detected | Asserted
2020-02-11 08:45:45, Processor CPU0_Status | Presence detected | Asserted
2020-02-11 09:45:52, Processor CPU1_Status | Presence detected | Asserted
2020-02-11 10:09:03, Memory #0x87 | Correctable ECC | Asserted
2020-02-11 10:15:55, Processor CPU0_Status | Presence detected | Asserted
2020-02-11 10:35:50, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-02-11 11:50:53, Memory #0xe2 | Correctable ECC | Asserted
2020-02-11 12:36:52, Memory DIMM111 | Presence Detected | Asserted
2020-02-11 14:15:16, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-02-11 14:18:37, System Event #0xff | Timestamp Clock Sync | Asserted
2020-02-11 15:05:37, Memory #0x87 | Correctable ECC | Asserted
2020-02-11 15:35:14, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-02-11 16:15:26, Processor CPU0_Status | Presence detected | Asserted
2020-02-11 16:20:24, Event Logging Disabled SEL_Status | Log almost full | Asserted
